layer,head,importance,similarity,mean_jsd,n_prompts_or_windows,n_token_vectors
21,4,0.154574,0.845426,0.107143,0,16995
21,5,0.14174,0.85826,0.0982468,0,16995
21,6,0.0652458,0.934754,0.045225,0,16995
21,7,0.13061,0.86939,0.090532,0,16995
21,8,0.139149,0.860851,0.0964509,0,16995
21,9,0.0891229,0.910877,0.0617753,0,16995
21,10,0.0809502,0.91905,0.0561104,0,16995
21,11,0.169925,0.830075,0.117783,0,16995
21,12,0.0651528,0.934847,0.0451605,0,16995
21,13,0.0884435,0.911557,0.0613043,0,16995
21,14,0.0924174,0.907583,0.0640589,0,16995
21,15,0.0960886,0.903911,0.0666035,0,16995
22,0,0.201418,0.798582,0.139612,0,16995
22,1,0.105348,0.894652,0.0730219,0,16995
22,2,0.120183,0.879817,0.0833042,0,16995
22,3,0.103242,0.896758,0.0715619,0,16995
22,4,0.124192,0.875808,0.0860833,0,16995
22,5,0.105423,0.894577,0.0730734,0,16995
22,6,0.103312,0.896688,0.0716105,0,16995
22,7,0.0808246,0.919175,0.0560233,0,16995
22,8,0.0628985,0.937101,0.0435979,0,16995
22,9,0.0843526,0.915647,0.0584687,0,16995
22,10,0.0697835,0.930216,0.0483703,0,16995
22,11,0.0799742,0.920026,0.0554339,0,16995
22,12,0.148416,0.851584,0.102874,0,16995
22,13,0.132379,0.867621,0.0917581,0,16995
22,14,0.0627338,0.937266,0.0434838,0,16995
22,15,0.0778177,0.922182,0.0539391,0,16995
23,0,0.107174,0.892826,0.0742871,0,16995
23,1,0.140384,0.859616,0.0973068,0,16995
23,2,0.128663,0.871337,0.0891826,0,16995
23,3,0.129192,0.870808,0.0895492,0,16995
23,4,0.123127,0.876873,0.0853448,0,16995
23,5,0.143425,0.856575,0.0994143,0,16995
23,6,0.150928,0.849072,0.104615,0,16995
23,7,0.134162,0.865838,0.0929937,0,16995
23,8,0.199555,0.800445,0.138321,0,16995
23,9,0.123986,0.876014,0.0859405,0,16995
23,10,0.253129,0.746871,0.175456,0,16995
23,11,0.155578,0.844422,0.107839,0,16995
23,12,0.142582,0.857418,0.09883,0,16995
23,13,0.145374,0.854626,0.100766,0,16995
23,14,0.135916,0.864084,0.0942097,0,16995
23,15,0.140572,0.859428,0.097437,0,16995
24,0,0.248163,0.751837,0.172013,0,16995
24,1,0.239175,0.760825,0.165783,0,16995
24,2,0.287346,0.712654,0.199173,0,16995
24,3,0.278441,0.721559,0.193001,0,16995
24,4,0.366431,0.633569,0.25399,0,16995
24,5,0.371202,0.628798,0.257297,0,16995
24,6,0.321934,0.678066,0.223148,0,16995
24,7,0.374566,0.625434,0.259629,0,16995
24,8,0.252685,0.747315,0.175148,0,16995
24,9,0.2965,0.7035,0.205518,0,16995
24,10,0.17847,0.82153,0.123706,0,16995
24,11,0.429463,0.570537,0.297681,0,16995
24,12,0.218942,0.781058,0.151759,0,16995
24,13,0.130919,0.869081,0.0907464,0,16995
24,14,0.227586,0.772414,0.157751,0,16995
24,15,0.234611,0.765389,0.16262,0,16995
25,0,0.069937,0.930063,0.0484766,0,16995
25,1,0.193135,0.806865,0.133871,0,16995
25,2,0.128954,0.871046,0.0893844,0,16995
25,3,0.119915,0.880085,0.0831186,0,16995
25,4,0.1546,0.8454,0.107161,0,16995
25,5,0.103058,0.896942,0.071434,0,16995
25,6,0.175864,0.824136,0.1219,0,16995
25,7,0.121353,0.878647,0.0841156,0,16995
25,8,0.193248,0.806752,0.133949,0,16995
25,9,0.172039,0.827961,0.119248,0,16995
25,10,0.137625,0.862375,0.0953947,0,16995
25,11,0.0999561,0.900044,0.0692843,0,16995
25,12,0.122998,0.877002,0.085256,0,16995
25,13,0.134037,0.865963,0.0929075,0,16995
25,14,0.159529,0.840471,0.110577,0,16995
25,15,0.116907,0.883093,0.081034,0,16995
26,0,0.0984527,0.901547,0.0682422,0,16995
26,1,0.135055,0.864945,0.0936129,0,16995
26,2,0.111052,0.888948,0.0769755,0,16995
26,3,0.0814019,0.918598,0.0564235,0,16995
26,4,0.0792011,0.920799,0.054898,0,16995
26,5,0.110421,0.889579,0.0765383,0,16995
26,6,0.0995834,0.900417,0.069026,0,16995
26,7,0.087411,0.912589,0.0605887,0,16995
26,8,0.151062,0.848938,0.104708,0,16995
26,9,0.128958,0.871042,0.0893867,0,16995
26,10,0.103739,0.896261,0.0719065,0,16995
26,11,0.0906346,0.909365,0.0628231,0,16995
26,12,0.13513,0.86487,0.0936653,0,16995
26,13,0.108598,0.891402,0.0752742,0,16995
26,14,0.115686,0.884314,0.0801873,0,16995
26,15,0.103821,0.896179,0.0719635,0,16995
