op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.052100,131072x1x1,1024x1x1,2048x128x1x1
q-0,kernel_transpose_32_16,0.028700,512x32x0,1x16x0,3072x128x1x1
q-0,kernel_mul_mat_Ab_Bi_8x4,0.654700,16x768x1,1x128x1,3072x128x1x1
q_pe-0,kernel_rope_norm_f32,0.019500,1024x128x1,64x1x1,64x16x128x1
Qcur-0,kernel_concat_f32_non_contiguous,0.383500,16x128x1,0x0x0,192x16x128x1
kv_cmpr_pe-0,kernel_transpose_32_16,0.020100,512x32x0,1x16x0,576x128x1x1
kv_cmpr_pe-0,kernel_mul_mat_Ab_Bi_8x4,0.334000,16x144x1,1x128x1,576x128x1x1
k_pe-0,kernel_rope_norm_f32,0.003400,64x128x1,64x1x1,64x1x128x1
node_11,kernel_repeat,0.271900,16x128x1,0x0x0,64x16x128x1
kv_cmpr-0,kernel_rms_norm_mul,0.015900,65536x1x1,512x1x1,512x128x1x1
kv-0,kernel_transpose_32_16,0.006200,128x32x0,1x16x0,4096x128x1x1
kv-0,kernel_mul_mat_Ab_Bi_8x4,0.232100,16x1024x1,1x128x1,4096x128x1x1
Kcur-0,kernel_concat_f32_non_contiguous,0.593400,16x128x1,0x0x0,192x16x128x1
Vcur_cont-0,kernel_cpy_f32_f32,0.022000,1024x128x1,64x1x1,128x16x128x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.030000,131072x1x1,1024x1x1,3072x4096x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.020500,131072x1x1,1024x1x1,2048x4096x1x1
 (copy),kernel_cpy_f32_f16,0.005100,8192x1x1,64x1x1,256x128x1x1
__fattn__-0,flash_attn_f32_f16,9.840800,128x16x0,16x1x0,128x16x128x1
node_33,kernel_transpose_32_16,0.017000,512x32x0,1x16x0,2048x128x1x1
node_33,kernel_mul_mat_Ab_Bi_8x4,0.522500,16x512x1,1x128x1,2048x128x1x1
ffn_inp-0,kernel_add,0.034400,8192x1x1,64x1x1,2048x128x1x1
ffn_norm-0,kernel_rms_norm_mul,0.034900,131072x1x1,1024x1x1,2048x128x1x1
ffn_gate-0,kernel_transpose_32_16,0.017800,512x32x0,1x16x0,10944x128x1x1
ffn_gate-0,kernel_mul_mat_Ab_Bi_8x4,2.118900,16x2736x1,1x128x1,10944x128x1x1
ffn_up-0,kernel_transpose_32_16,0.019800,512x32x0,1x16x0,10944x128x1x1
ffn_up-0,kernel_mul_mat_Ab_Bi_8x4,2.116200,16x2736x1,1x128x1,10944x128x1x1
ffn_swiglu-0,kernel_swiglu,0.234000,65536x1x1,512x1x1,10944x128x1x1
ffn_out-0,kernel_transpose_32_16,0.116900,2736x32x0,1x16x0,2048x128x1x1
