op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.010700,16384x1x1,1024x1x1,2048x16x1x1
q-0,kernel_transpose_32_16,0.006900,512x4x0,1x16x0,3072x16x1x1
q-0,kernel_mul_mat_Ab_Bi_8x4,0.348400,2x768x1,1x128x1,3072x16x1x1
q_pe-0,kernel_rope_norm_f32,0.005300,1024x16x1,64x1x1,64x16x16x1
Qcur-0,kernel_concat_f32_non_contiguous,0.097000,16x16x1,0x0x0,192x16x16x1
kv_cmpr_pe-0,kernel_transpose_32_16,0.005000,512x4x0,1x16x0,576x16x1x1
kv_cmpr_pe-0,kernel_mul_mat_Ab_Bi_8x4,0.327900,2x144x1,1x128x1,576x16x1x1
k_pe-0,kernel_rope_norm_f32,0.002300,64x16x1,64x1x1,64x1x16x1
node_11,kernel_repeat,0.094500,16x16x1,0x0x0,64x16x16x1
kv_cmpr-0,kernel_rms_norm_mul,0.004900,8192x1x1,512x1x1,512x16x1x1
kv-0,kernel_transpose_32_16,0.003300,128x4x0,1x16x0,4096x16x1x1
kv-0,kernel_mul_mat_Ab_Bi_8x4,0.089900,2x1024x1,1x128x1,4096x16x1x1
Kcur-0,kernel_concat_f32_non_contiguous,0.097000,16x16x1,0x0x0,192x16x16x1
Vcur_cont-0,kernel_cpy_f32_f32,0.005200,1024x16x1,64x1x1,128x16x16x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.007100,16384x1x1,1024x1x1,3072x4096x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.006000,16384x1x1,1024x1x1,2048x4096x1x1
 (copy),kernel_cpy_f32_f16,0.004200,4096x1x1,64x1x1,256x64x1x1
__fattn__-0,flash_attn_f32_f16,1.592500,16x16x0,16x1x0,128x16x16x1
node_33,kernel_transpose_32_16,0.005300,512x4x0,1x16x0,2048x16x1x1
node_33,kernel_mul_mat_Ab_Bi_8x4,0.341300,2x512x1,1x128x1,2048x16x1x1
ffn_inp-0,kernel_add,0.013900,1024x1x1,64x1x1,2048x16x1x1
ffn_norm-0,kernel_rms_norm_mul,0.008100,16384x1x1,1024x1x1,2048x16x1x1
ffn_gate-0,kernel_transpose_32_16,0.005100,512x4x0,1x16x0,10944x16x1x1
ffn_gate-0,kernel_mul_mat_Ab_Bi_8x4,0.417400,2x2736x1,1x128x1,10944x16x1x1
ffn_up-0,kernel_transpose_32_16,0.005900,512x4x0,1x16x0,10944x16x1x1
ffn_up-0,kernel_mul_mat_Ab_Bi_8x4,0.418500,2x2736x1,1x128x1,10944x16x1x1
