op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.021900,32768x1x1,1024x1x1,3584x32x1x1
Qcur-0,kernel_add_row,0.014400,28672x0x0,64x0x0,3584x32x1x1
Qcur-0,kernel_rope_neox_f32,0.008600,1792x32x1,64x1x1,128x28x32x1
Kcur-0,kernel_add_row,0.003100,4096x0x0,64x0x0,512x32x1x1
Kcur-0,kernel_rope_neox_f32,0.003300,256x32x1,64x1x1,128x4x32x1
node_11,kernel_mul_mv_q6_K_f32,1.897600,512x2048x1,2x64x1,512x32x1x1
Vcur-0,kernel_add_row,0.002900,4096x0x0,64x0x0,512x32x1x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.004100,16384x1x1,512x1x1,512x4096x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.003300,16384x1x1,512x1x1,512x4096x1x1
 (copy),kernel_cpy_f32_f16,0.003900,4096x1x1,64x1x1,256x64x1x1
__fattn__-0,flash_attn_f32_f16,1.704800,32x28x0,32x1x0,128x28x32x1
ffn_inp-0,kernel_add,0.026100,2048x1x1,64x1x1,3584x32x1x1
ffn_norm-0,kernel_rms_norm_mul,0.013300,32768x1x1,1024x1x1,3584x32x1x1
ffn_swiglu-0,kernel_swiglu,0.108100,16384x1x1,512x1x1,18944x32x1x1
ffn_out-0,kernel_mul_mv_q6_K_f32,81.004303,3584x2048x1,2x64x1,3584x32x1x1
l_out-0,kernel_add,0.025400,2048x1x1,64x1x1,3584x32x1x1
attn_norm-1,kernel_rms_norm_mul,0.014200,32768x1x1,1024x1x1,3584x32x1x1
Qcur-1,kernel_add_row,0.016600,28672x0x0,64x0x0,3584x32x1x1
Qcur-1,kernel_rope_neox_f32,0.030400,1792x32x1,64x1x1,128x28x32x1
Kcur-1,kernel_add_row,0.005200,4096x0x0,64x0x0,512x32x1x1
Kcur-1,kernel_rope_neox_f32,0.003200,256x32x1,64x1x1,128x4x32x1
node_46,kernel_mul_mv_q6_K_f32,1.896400,512x2048x1,2x64x1,512x32x1x1
Vcur-1,kernel_add_row,0.002900,4096x0x0,64x0x0,512x32x1x1
cache_k_l1 (view),kernel_set_rows_f16_i64,0.003800,16384x1x1,512x1x1,512x4096x1x1
cache_v_l1 (view),kernel_set_rows_f16_i64,0.003300,16384x1x1,512x1x1,512x4096x1x1
