op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.114000,262144x1x1,1024x1x1,2048x256x1x1
q-0,kernel_transpose_32_16,0.053800,512x64x0,1x16x0,3072x256x1x1
q-0,kernel_mul_mat_Ab_Bi_8x4,1.156300,32x768x1,1x128x1,3072x256x1x1
q_pe-0,kernel_rope_norm_f32,0.039200,1024x256x1,64x1x1,64x16x256x1
Qcur-0,kernel_concat_f32_non_contiguous,0.454300,16x256x1,0x0x0,192x16x256x1
kv_cmpr_pe-0,kernel_transpose_32_16,0.053000,512x64x0,1x16x0,576x256x1x1
kv_cmpr_pe-0,kernel_mul_mat_Ab_Bi_8x4,0.425800,32x144x1,1x128x1,576x256x1x1
k_pe-0,kernel_rope_norm_f32,0.004600,64x256x1,64x1x1,64x1x256x1
node_11,kernel_repeat,0.391800,16x256x1,0x0x0,64x16x256x1
kv_cmpr-0,kernel_rms_norm_mul,0.028400,131072x1x1,512x1x1,512x256x1x1
kv-0,kernel_transpose_32_16,0.012400,128x64x0,1x16x0,4096x256x1x1
kv-0,kernel_mul_mat_Ab_Bi_8x4,0.391600,32x1024x1,1x128x1,4096x256x1x1
Kcur-0,kernel_concat_f32_non_contiguous,0.986700,16x256x1,0x0x0,192x16x256x1
Vcur_cont-0,kernel_cpy_f32_f32,0.059700,1024x256x1,64x1x1,128x16x256x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.079100,262144x1x1,1024x1x1,3072x4096x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.054300,262144x1x1,1024x1x1,2048x4096x1x1
 (copy),kernel_cpy_f32_f16,0.007500,16384x1x1,64x1x1,256x256x1x1
__fattn__-0,flash_attn_f32_f16,18.801300,256x16x0,16x1x0,128x16x256x1
node_33,kernel_transpose_32_16,0.037800,512x64x0,1x16x0,2048x256x1x1
node_33,kernel_mul_mat_Ab_Bi_8x4,0.888500,32x512x1,1x128x1,2048x256x1x1
ffn_inp-0,kernel_add,0.075800,16384x1x1,64x1x1,2048x256x1x1
ffn_norm-0,kernel_rms_norm_mul,0.064000,262144x1x1,1024x1x1,2048x256x1x1
ffn_gate-0,kernel_transpose_32_16,0.040900,512x64x0,1x16x0,10944x256x1x1
ffn_gate-0,kernel_mul_mat_Ab_Bi_8x4,3.888800,32x2736x1,1x128x1,10944x256x1x1
ffn_up-0,kernel_transpose_32_16,0.047000,512x64x0,1x16x0,10944x256x1x1
ffn_up-0,kernel_mul_mat_Ab_Bi_8x4,3.886600,32x2736x1,1x128x1,10944x256x1x1
ffn_swiglu-0,kernel_swiglu,0.471500,131072x1x1,512x1x1,10944x256x1x1
ffn_out-0,kernel_transpose_32_16,0.318200,2736x64x0,1x16x0,2048x256x1x1
ffn_out-0,kernel_mul_mat_Ab_Bi_8x4,4.802500,32x512x1,1x128x1,2048x256x1x1
l_out-0,kernel_add,0.085000,16384x1x1,64x1x1,2048x256x1x1
attn_norm-1,kernel_rms_norm_mul,0.063900,262144x1x1,1024x1x1,2048x256x1x1
q-1,kernel_transpose_32_16,0.039700,512x64x0,1x16x0,3072x256x1x1
q-1,kernel_mul_mat_Ab_Bi_8x4,1.156700,32x768x1,1x128x1,3072x256x1x1
q_pe-1,kernel_rope_norm_f32,0.039400,1024x256x1,64x1x1,64x16x256x1
Qcur-1,kernel_concat_f32_non_contiguous,0.477700,16x256x1,0x0x0,192x16x256x1
kv_cmpr_pe-1,kernel_transpose_32_16,0.053200,512x64x0,1x16x0,576x256x1x1
kv_cmpr_pe-1,kernel_mul_mat_Ab_Bi_8x4,0.427500,32x144x1,1x128x1,576x256x1x1
k_pe-1,kernel_rope_norm_f32,0.004800,64x256x1,64x1x1,64x1x256x1
node_52,kernel_repeat,0.360200,16x256x1,0x0x0,64x16x256x1
kv_cmpr-1,kernel_rms_norm_mul,0.028600,131072x1x1,512x1x1,512x256x1x1
kv-1,kernel_transpose_32_16,0.009300,128x64x0,1x16x0,4096x256x1x1
kv-1,kernel_mul_mat_Ab_Bi_8x4,0.390200,32x1024x1,1x128x1,4096x256x1x1
Kcur-1,kernel_concat_f32_non_contiguous,0.988600,16x256x1,0x0x0,192x16x256x1
Vcur_cont-1,kernel_cpy_f32_f32,0.058400,1024x256x1,64x1x1,128x16x256x1
cache_k_l1 (view),kernel_set_rows_f16_i64,0.070000,262144x1x1,1024x1x1,3072x4096x1x1
cache_v_l1 (view),kernel_set_rows_f16_i64,0.050400,262144x1x1,1024x1x1,2048x4096x1x1
__fattn__-1,flash_attn_f32_f16,18.698099,256x16x0,16x1x0,128x16x256x1
node_73,kernel_transpose_32_16,0.047400,512x64x0,1x16x0,2048x256x1x1
node_73,kernel_mul_mat_Ab_Bi_8x4,0.895900,32x512x1,1x128x1,2048x256x1x1
