op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.184000,262144x1x1,1024x1x1,3584x256x1x1
Qcur-0,kernel_add_row,0.106900,229376x0x0,64x0x0,3584x256x1x1
Qcur-0,kernel_rope_neox_f32,0.089600,1792x256x1,64x1x1,128x28x256x1
Kcur-0,kernel_add_row,0.010800,32768x0x0,64x0x0,512x256x1x1
Kcur-0,kernel_rope_neox_f32,0.010700,256x256x1,64x1x1,128x4x256x1
node_11,kernel_mul_mv_q6_K_f32,15.025700,512x16384x1,2x64x1,512x256x1x1
Vcur-0,kernel_add_row,0.008500,32768x0x0,64x0x0,512x256x1x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.017700,131072x1x1,512x1x1,512x4096x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.013800,131072x1x1,512x1x1,512x4096x1x1
 (copy),kernel_cpy_f32_f16,0.007500,16384x1x1,64x1x1,256x256x1x1
__fattn__-0,flash_attn_f32_f16,19.601400,256x28x0,32x1x0,128x28x256x1
ffn_inp-0,kernel_add,0.191000,16384x1x1,64x1x1,3584x256x1x1
ffn_norm-0,kernel_rms_norm_mul,0.085900,262144x1x1,1024x1x1,3584x256x1x1
ffn_swiglu-0,kernel_swiglu,0.853600,131072x1x1,512x1x1,18944x256x1x1
ffn_out-0,kernel_mul_mv_q6_K_f32,528.967407,3584x16384x1,2x64x1,3584x256x1x1
l_out-0,kernel_add,0.159300,16384x1x1,64x1x1,3584x256x1x1
attn_norm-1,kernel_rms_norm_mul,0.084100,262144x1x1,1024x1x1,3584x256x1x1
Qcur-1,kernel_add_row,0.098900,229376x0x0,64x0x0,3584x256x1x1
Qcur-1,kernel_rope_neox_f32,0.089800,1792x256x1,64x1x1,128x28x256x1
Kcur-1,kernel_add_row,0.013100,32768x0x0,64x0x0,512x256x1x1
Kcur-1,kernel_rope_neox_f32,0.010800,256x256x1,64x1x1,128x4x256x1
node_46,kernel_mul_mv_q6_K_f32,15.021700,512x16384x1,2x64x1,512x256x1x1
Vcur-1,kernel_add_row,0.008700,32768x0x0,64x0x0,512x256x1x1
cache_k_l1 (view),kernel_set_rows_f16_i64,0.017100,131072x1x1,512x1x1,512x4096x1x1
cache_v_l1 (view),kernel_set_rows_f16_i64,0.014300,131072x1x1,512x1x1,512x4096x1x1
__fattn__-1,flash_attn_f32_f16,19.527399,256x28x0,32x1x0,128x28x256x1
ffn_inp-1,kernel_add,0.206700,16384x1x1,64x1x1,3584x256x1x1
ffn_norm-1,kernel_rms_norm_mul,0.083200,262144x1x1,1024x1x1,3584x256x1x1
ffn_swiglu-1,kernel_swiglu,0.822900,131072x1x1,512x1x1,18944x256x1x1
ffn_out-1,kernel_mul_mv_q6_K_f32,531.273193,3584x16384x1,2x64x1,3584x256x1x1
l_out-1,kernel_add,0.157600,16384x1x1,64x1x1,3584x256x1x1
attn_norm-2,kernel_rms_norm_mul,0.085000,262144x1x1,1024x1x1,3584x256x1x1
Qcur-2,kernel_add_row,0.095200,229376x0x0,64x0x0,3584x256x1x1
Qcur-2,kernel_rope_neox_f32,0.089200,1792x256x1,64x1x1,128x28x256x1
Kcur-2,kernel_add_row,0.012300,32768x0x0,64x0x0,512x256x1x1
Kcur-2,kernel_rope_neox_f32,0.010200,256x256x1,64x1x1,128x4x256x1
node_80,kernel_mul_mv_q6_K_f32,15.028100,512x16384x1,2x64x1,512x256x1x1
Vcur-2,kernel_add_row,0.008500,32768x0x0,64x0x0,512x256x1x1
cache_k_l2 (view),kernel_set_rows_f16_i64,0.017000,131072x1x1,512x1x1,512x4096x1x1
cache_v_l2 (view),kernel_set_rows_f16_i64,0.014000,131072x1x1,512x1x1,512x4096x1x1
__fattn__-2,flash_attn_f32_f16,19.592899,256x28x0,32x1x0,128x28x256x1
ffn_inp-2,kernel_add,0.170900,16384x1x1,64x1x1,3584x256x1x1
ffn_norm-2,kernel_rms_norm_mul,0.086900,262144x1x1,1024x1x1,3584x256x1x1
ffn_swiglu-2,kernel_swiglu,0.836800,131072x1x1,512x1x1,18944x256x1x1
ffn_out-2,kernel_mul_mv_q6_K_f32,530.126038,3584x16384x1,2x64x1,3584x256x1x1
l_out-2,kernel_add,0.161500,16384x1x1,64x1x1,3584x256x1x1
attn_norm-3,kernel_rms_norm_mul,0.086100,262144x1x1,1024x1x1,3584x256x1x1
Qcur-3,kernel_add_row,0.097500,229376x0x0,64x0x0,3584x256x1x1
Qcur-3,kernel_rope_neox_f32,0.090900,1792x256x1,64x1x1,128x28x256x1
Kcur-3,kernel_add_row,0.013200,32768x0x0,64x0x0,512x256x1x1
Kcur-3,kernel_rope_neox_f32,0.012000,256x256x1,64x1x1,128x4x256x1
Vcur-3,kernel_add_row,0.010900,32768x0x0,64x0x0,512x256x1x1
cache_k_l3 (view),kernel_set_rows_f16_i64,0.013900,131072x1x1,512x1x1,512x4096x1x1
