op name, kernel name, exec duration (ms), global size, local size, output size
cache_v_l13 (view),kernel_set_rows_f16_i64,0.024800,262144x1x1,512x1x1,512x4096x1x1
__fattn__-13,flash_attn_f32_f16,86.026199,512x28x0,32x1x0,128x28x512x1
ffn_inp-13,kernel_add,0.401600,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-13,kernel_rms_norm_mul,0.237900,524288x1x1,1024x1x1,3584x512x1x1
l_out-13,kernel_add,0.355300,32768x1x1,64x1x1,3584x512x1x1
attn_norm-14,kernel_rms_norm_mul,0.214000,524288x1x1,1024x1x1,3584x512x1x1
Qcur-14,kernel_add_row,0.206800,458752x0x0,64x0x0,3584x512x1x1
Qcur-14,kernel_rope_neox_f32,0.241200,1792x512x1,64x1x1,128x28x512x1
Kcur-14,kernel_add_row,0.023800,65536x0x0,64x0x0,512x512x1x1
Kcur-14,kernel_rope_neox_f32,0.027500,256x512x1,64x1x1,128x4x512x1
node_488,kernel_mul_mv_q6_K_f32,29.249901,512x32768x1,2x64x1,512x512x1x1
Vcur-14,kernel_add_row,0.024600,65536x0x0,64x0x0,512x512x1x1
cache_k_l14 (view),kernel_set_rows_f16_i64,0.037900,262144x1x1,512x1x1,512x4096x1x1
cache_v_l14 (view),kernel_set_rows_f16_i64,0.028400,262144x1x1,512x1x1,512x4096x1x1
__fattn__-14,flash_attn_f32_f16,87.987198,512x28x0,32x1x0,128x28x512x1
ffn_inp-14,kernel_add,0.346500,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-14,kernel_rms_norm_mul,0.221800,524288x1x1,1024x1x1,3584x512x1x1
ffn_swiglu-14,kernel_swiglu,1.670600,262144x1x1,512x1x1,18944x512x1x1
ffn_out-14,kernel_mul_mv_q6_K_f32,1135.831177,3584x32768x1,2x64x1,3584x512x1x1
l_out-14,kernel_add,0.336100,32768x1x1,64x1x1,3584x512x1x1
attn_norm-15,kernel_rms_norm_mul,0.206100,524288x1x1,1024x1x1,3584x512x1x1
Qcur-15,kernel_add_row,0.205500,458752x0x0,64x0x0,3584x512x1x1
Qcur-15,kernel_rope_neox_f32,0.241000,1792x512x1,64x1x1,128x28x512x1
Kcur-15,kernel_add_row,0.561600,65536x0x0,64x0x0,512x512x1x1
Kcur-15,kernel_rope_neox_f32,0.026300,256x512x1,64x1x1,128x4x512x1
Vcur-15,kernel_add_row,0.018200,65536x0x0,64x0x0,512x512x1x1
cache_k_l15 (view),kernel_set_rows_f16_i64,0.028300,262144x1x1,512x1x1,512x4096x1x1
cache_v_l15 (view),kernel_set_rows_f16_i64,0.025000,262144x1x1,512x1x1,512x4096x1x1
__fattn__-15,flash_attn_f32_f16,85.427399,512x28x0,32x1x0,128x28x512x1
ffn_inp-15,kernel_add,0.342500,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-15,kernel_rms_norm_mul,0.233000,524288x1x1,1024x1x1,3584x512x1x1
l_out-15,kernel_add,0.881600,32768x1x1,64x1x1,3584x512x1x1
attn_norm-16,kernel_rms_norm_mul,0.206000,524288x1x1,1024x1x1,3584x512x1x1
Qcur-16,kernel_add_row,0.209600,458752x0x0,64x0x0,3584x512x1x1
Qcur-16,kernel_rope_neox_f32,0.239800,1792x512x1,64x1x1,128x28x512x1
Kcur-16,kernel_add_row,0.022700,65536x0x0,64x0x0,512x512x1x1
Kcur-16,kernel_rope_neox_f32,0.027500,256x512x1,64x1x1,128x4x512x1
Vcur-16,kernel_add_row,0.017500,65536x0x0,64x0x0,512x512x1x1
cache_k_l16 (view),kernel_set_rows_f16_i64,0.028100,262144x1x1,512x1x1,512x4096x1x1
cache_v_l16 (view),kernel_set_rows_f16_i64,0.024500,262144x1x1,512x1x1,512x4096x1x1
__fattn__-16,flash_attn_f32_f16,78.349800,512x28x0,32x1x0,128x28x512x1
ffn_inp-16,kernel_add,0.323100,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-16,kernel_rms_norm_mul,0.198600,524288x1x1,1024x1x1,3584x512x1x1
l_out-16,kernel_add,0.328800,32768x1x1,64x1x1,3584x512x1x1
attn_norm-17,kernel_rms_norm_mul,0.204100,524288x1x1,1024x1x1,3584x512x1x1
Qcur-17,kernel_add_row,0.207000,458752x0x0,64x0x0,3584x512x1x1
Qcur-17,kernel_rope_neox_f32,0.241700,1792x512x1,64x1x1,128x28x512x1
Kcur-17,kernel_add_row,0.024000,65536x0x0,64x0x0,512x512x1x1
Kcur-17,kernel_rope_neox_f32,0.028100,256x512x1,64x1x1,128x4x512x1
node_590,kernel_mul_mv_q6_K_f32,29.694201,512x32768x1,2x64x1,512x512x1x1
Vcur-17,kernel_add_row,0.022200,65536x0x0,64x0x0,512x512x1x1
cache_k_l17 (view),kernel_set_rows_f16_i64,0.035300,262144x1x1,512x1x1,512x4096x1x1
cache_v_l17 (view),kernel_set_rows_f16_i64,0.026700,262144x1x1,512x1x1,512x4096x1x1
__fattn__-17,flash_attn_f32_f16,87.148201,512x28x0,32x1x0,128x28x512x1
ffn_inp-17,kernel_add,0.365300,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-17,kernel_rms_norm_mul,0.205400,524288x1x1,1024x1x1,3584x512x1x1
ffn_swiglu-17,kernel_swiglu,1.627000,262144x1x1,512x1x1,18944x512x1x1
ffn_out-17,kernel_mul_mv_q6_K_f32,1058.905396,3584x32768x1,2x64x1,3584x512x1x1
l_out-17,kernel_add,0.324600,32768x1x1,64x1x1,3584x512x1x1
attn_norm-18,kernel_rms_norm_mul,0.196800,524288x1x1,1024x1x1,3584x512x1x1
Qcur-18,kernel_add_row,0.202900,458752x0x0,64x0x0,3584x512x1x1
Qcur-18,kernel_rope_neox_f32,0.231700,1792x512x1,64x1x1,128x28x512x1
Kcur-18,kernel_add_row,0.023400,65536x0x0,64x0x0,512x512x1x1
Kcur-18,kernel_rope_neox_f32,0.028100,256x512x1,64x1x1,128x4x512x1
Vcur-18,kernel_add_row,0.017600,65536x0x0,64x0x0,512x512x1x1
cache_k_l18 (view),kernel_set_rows_f16_i64,0.026600,262144x1x1,512x1x1,512x4096x1x1
cache_v_l18 (view),kernel_set_rows_f16_i64,0.025600,262144x1x1,512x1x1,512x4096x1x1
__fattn__-18,flash_attn_f32_f16,78.129295,512x28x0,32x1x0,128x28x512x1
ffn_inp-18,kernel_add,0.332400,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-18,kernel_rms_norm_mul,0.198900,524288x1x1,1024x1x1,3584x512x1x1
l_out-18,kernel_add,0.337700,32768x1x1,64x1x1,3584x512x1x1
attn_norm-19,kernel_rms_norm_mul,0.197400,524288x1x1,1024x1x1,3584x512x1x1
Qcur-19,kernel_add_row,0.192700,458752x0x0,64x0x0,3584x512x1x1
Qcur-19,kernel_rope_neox_f32,0.230600,1792x512x1,64x1x1,128x28x512x1
Kcur-19,kernel_add_row,0.022300,65536x0x0,64x0x0,512x512x1x1
Kcur-19,kernel_rope_neox_f32,0.028500,256x512x1,64x1x1,128x4x512x1
Vcur-19,kernel_add_row,0.017500,65536x0x0,64x0x0,512x512x1x1
cache_k_l19 (view),kernel_set_rows_f16_i64,0.027600,262144x1x1,512x1x1,512x4096x1x1
cache_v_l19 (view),kernel_set_rows_f16_i64,0.024600,262144x1x1,512x1x1,512x4096x1x1
__fattn__-19,flash_attn_f32_f16,78.149506,512x28x0,32x1x0,128x28x512x1
ffn_inp-19,kernel_add,0.327500,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-19,kernel_rms_norm_mul,0.197500,524288x1x1,1024x1x1,3584x512x1x1
l_out-19,kernel_add,0.339100,32768x1x1,64x1x1,3584x512x1x1
attn_norm-20,kernel_rms_norm_mul,0.197300,524288x1x1,1024x1x1,3584x512x1x1
Qcur-20,kernel_add_row,0.200400,458752x0x0,64x0x0,3584x512x1x1
Qcur-20,kernel_rope_neox_f32,0.230000,1792x512x1,64x1x1,128x28x512x1
Kcur-20,kernel_add_row,0.019600,65536x0x0,64x0x0,512x512x1x1
Kcur-20,kernel_rope_neox_f32,0.027000,256x512x1,64x1x1,128x4x512x1
node_692,kernel_mul_mv_q6_K_f32,30.021500,512x32768x1,2x64x1,512x512x1x1
Vcur-20,kernel_add_row,0.017800,65536x0x0,64x0x0,512x512x1x1
cache_k_l20 (view),kernel_set_rows_f16_i64,0.034500,262144x1x1,512x1x1,512x4096x1x1
cache_v_l20 (view),kernel_set_rows_f16_i64,0.026200,262144x1x1,512x1x1,512x4096x1x1
__fattn__-20,flash_attn_f32_f16,78.252899,512x28x0,32x1x0,128x28x512x1
ffn_inp-20,kernel_add,0.328400,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-20,kernel_rms_norm_mul,0.199300,524288x1x1,1024x1x1,3584x512x1x1
ffn_swiglu-20,kernel_swiglu,1.668200,262144x1x1,512x1x1,18944x512x1x1
ffn_out-20,kernel_mul_mv_q6_K_f32,1058.833130,3584x32768x1,2x64x1,3584x512x1x1
l_out-20,kernel_add,0.322800,32768x1x1,64x1x1,3584x512x1x1
attn_norm-21,kernel_rms_norm_mul,0.198100,524288x1x1,1024x1x1,3584x512x1x1
Qcur-21,kernel_add_row,0.207100,458752x0x0,64x0x0,3584x512x1x1
Qcur-21,kernel_rope_neox_f32,0.233100,1792x512x1,64x1x1,128x28x512x1
Kcur-21,kernel_add_row,0.023300,65536x0x0,64x0x0,512x512x1x1
Kcur-21,kernel_rope_neox_f32,0.027300,256x512x1,64x1x1,128x4x512x1
Vcur-21,kernel_add_row,0.018000,65536x0x0,64x0x0,512x512x1x1
cache_k_l21 (view),kernel_set_rows_f16_i64,0.026900,262144x1x1,512x1x1,512x4096x1x1
cache_v_l21 (view),kernel_set_rows_f16_i64,0.025500,262144x1x1,512x1x1,512x4096x1x1
__fattn__-21,flash_attn_f32_f16,78.232895,512x28x0,32x1x0,128x28x512x1
ffn_inp-21,kernel_add,0.335800,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-21,kernel_rms_norm_mul,0.198700,524288x1x1,1024x1x1,3584x512x1x1
l_out-21,kernel_add,0.321900,32768x1x1,64x1x1,3584x512x1x1
attn_norm-22,kernel_rms_norm_mul,0.198300,524288x1x1,1024x1x1,3584x512x1x1
Qcur-22,kernel_add_row,0.199300,458752x0x0,64x0x0,3584x512x1x1
Qcur-22,kernel_rope_neox_f32,0.229700,1792x512x1,64x1x1,128x28x512x1
Kcur-22,kernel_add_row,0.023400,65536x0x0,64x0x0,512x512x1x1
Kcur-22,kernel_rope_neox_f32,0.028400,256x512x1,64x1x1,128x4x512x1
Vcur-22,kernel_add_row,0.017700,65536x0x0,64x0x0,512x512x1x1
cache_k_l22 (view),kernel_set_rows_f16_i64,0.027400,262144x1x1,512x1x1,512x4096x1x1
cache_v_l22 (view),kernel_set_rows_f16_i64,0.024500,262144x1x1,512x1x1,512x4096x1x1
__fattn__-22,flash_attn_f32_f16,78.246201,512x28x0,32x1x0,128x28x512x1
ffn_inp-22,kernel_add,0.336900,32768x1x1,64x1x1,3584x512x1x1
ffn_norm-22,kernel_rms_norm_mul,0.202000,524288x1x1,1024x1x1,3584x512x1x1
