op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.216300,524288x1x1,1024x1x1,2048x512x1x1
q-0,kernel_transpose_32_16,0.095800,512x128x0,1x16x0,3072x512x1x1
q-0,kernel_mul_mat_Ab_Bi_8x4,2.249300,64x768x1,1x128x1,3072x512x1x1
q_pe-0,kernel_rope_norm_f32,0.083300,1024x512x1,64x1x1,64x16x512x1
Qcur-0,kernel_concat_f32_non_contiguous,1.746900,16x512x1,0x0x0,192x16x512x1
kv_cmpr_pe-0,kernel_transpose_32_16,0.109900,512x128x0,1x16x0,576x512x1x1
kv_cmpr_pe-0,kernel_mul_mat_Ab_Bi_8x4,0.743200,64x144x1,1x128x1,576x512x1x1
k_pe-0,kernel_rope_norm_f32,0.006400,64x512x1,64x1x1,64x1x512x1
node_11,kernel_repeat,1.121000,16x512x1,0x0x0,64x16x512x1
kv_cmpr-0,kernel_rms_norm_mul,0.054100,262144x1x1,512x1x1,512x512x1x1
kv-0,kernel_transpose_32_16,0.021000,128x128x0,1x16x0,4096x512x1x1
kv-0,kernel_mul_mat_Ab_Bi_8x4,0.761900,64x1024x1,1x128x1,4096x512x1x1
Kcur-0,kernel_concat_f32_non_contiguous,2.327700,16x512x1,0x0x0,192x16x512x1
Vcur_cont-0,kernel_cpy_f32_f32,0.124900,1024x512x1,64x1x1,128x16x512x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.131900,524288x1x1,1024x1x1,3072x4096x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.092600,524288x1x1,1024x1x1,2048x4096x1x1
 (copy),kernel_cpy_f32_f16,0.020800,32768x1x1,64x1x1,512x512x1x1
__fattn__-0,flash_attn_f32_f16,74.551399,512x16x0,16x1x0,128x16x512x1
node_33,kernel_transpose_32_16,0.094600,512x128x0,1x16x0,2048x512x1x1
node_33,kernel_mul_mat_Ab_Bi_8x4,1.575800,64x512x1,1x128x1,2048x512x1x1
ffn_inp-0,kernel_add,0.175900,32768x1x1,64x1x1,2048x512x1x1
ffn_norm-0,kernel_rms_norm_mul,0.127800,524288x1x1,1024x1x1,2048x512x1x1
ffn_gate-0,kernel_transpose_32_16,0.094500,512x128x0,1x16x0,10944x512x1x1
ffn_gate-0,kernel_mul_mat_Ab_Bi_8x4,7.853800,64x2736x1,1x128x1,10944x512x1x1
ffn_up-0,kernel_transpose_32_16,0.105600,512x128x0,1x16x0,10944x512x1x1
ffn_up-0,kernel_mul_mat_Ab_Bi_8x4,7.854300,64x2736x1,1x128x1,10944x512x1x1
ffn_swiglu-0,kernel_swiglu,0.974100,262144x1x1,512x1x1,10944x512x1x1
ffn_out-0,kernel_transpose_32_16,0.649200,2736x128x0,1x16x0,2048x512x1x1
ffn_out-0,kernel_mul_mat_Ab_Bi_8x4,8.484600,64x512x1,1x128x1,2048x512x1x1
l_out-0,kernel_add,0.180900,32768x1x1,64x1x1,2048x512x1x1
attn_norm-1,kernel_rms_norm_mul,0.127900,524288x1x1,1024x1x1,2048x512x1x1
q-1,kernel_transpose_32_16,0.091300,512x128x0,1x16x0,3072x512x1x1
q-1,kernel_mul_mat_Ab_Bi_8x4,2.250800,64x768x1,1x128x1,3072x512x1x1
q_pe-1,kernel_rope_norm_f32,0.085100,1024x512x1,64x1x1,64x16x512x1
Qcur-1,kernel_concat_f32_non_contiguous,1.740000,16x512x1,0x0x0,192x16x512x1
kv_cmpr_pe-1,kernel_transpose_32_16,0.109500,512x128x0,1x16x0,576x512x1x1
kv_cmpr_pe-1,kernel_mul_mat_Ab_Bi_8x4,0.743000,64x144x1,1x128x1,576x512x1x1
k_pe-1,kernel_rope_norm_f32,0.006800,64x512x1,64x1x1,64x1x512x1
node_52,kernel_repeat,1.019200,16x512x1,0x0x0,64x16x512x1
kv_cmpr-1,kernel_rms_norm_mul,0.054000,262144x1x1,512x1x1,512x512x1x1
kv-1,kernel_transpose_32_16,0.017700,128x128x0,1x16x0,4096x512x1x1
kv-1,kernel_mul_mat_Ab_Bi_8x4,0.763100,64x1024x1,1x128x1,4096x512x1x1
Kcur-1,kernel_concat_f32_non_contiguous,2.575900,16x512x1,0x0x0,192x16x512x1
Vcur_cont-1,kernel_cpy_f32_f32,0.125400,1024x512x1,64x1x1,128x16x512x1
cache_k_l1 (view),kernel_set_rows_f16_i64,0.135800,524288x1x1,1024x1x1,3072x4096x1x1
cache_v_l1 (view),kernel_set_rows_f16_i64,0.094500,524288x1x1,1024x1x1,2048x4096x1x1
__fattn__-1,flash_attn_f32_f16,77.479797,512x16x0,16x1x0,128x16x512x1
node_73,kernel_transpose_32_16,0.136200,512x128x0,1x16x0,2048x512x1x1
node_73,kernel_mul_mat_Ab_Bi_8x4,1.591200,64x512x1,1x128x1,2048x512x1x1
ffn_inp-1,kernel_add,0.175700,32768x1x1,64x1x1,2048x512x1x1
ffn_norm-1,kernel_rms_norm_mul,0.128600,524288x1x1,1024x1x1,2048x512x1x1
ffn_moe_logits-1,kernel_mul_mm_f32_f32_l4_lm,0.564500,128x8x1,128x1x1,64x512x1x1
ffn_moe_probs-1,kernel_soft_max_4,0.009600,32768x1x1,64x1x1,64x512x1x1
ffn_moe_argsort-1,kernel_argsort_f32_i32,0.087300,64x512x1,64x1x1,64x512x1x1
ffn_moe_weights-1,kernel_get_rows_f32,0.018700,384x512x1,64x1x1,1x6x512x1
ffn_moe_weights_scaled-1,kernel_scale,0.002300,768x1x1,64x1x1,1x6x512x1
ffn_moe_gate-1,kernel_mul_mv_id_q4_0_f32_8x_flat,77.111298,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_up-1,kernel_mul_mv_id_q4_0_f32_8x_flat,76.456703,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_weighted-1,kernel_swiglu,0.710100,1572864x1x1,512x1x1,1408x6x512x1
ffn_moe_down-1,kernel_mul_mv_id_q4_0_f32_8x_flat,79.109200,16384x1x3072,64x1x1,2048x6x512x1
node_89,kernel_mul,0.817600,384x512x1,64x1x1,2048x6x512x1
ffn_gate-1,kernel_transpose_32_16,0.109100,512x128x0,1x16x0,2816x512x1x1
ffn_gate-1,kernel_mul_mat_Ab_Bi_8x4,2.208800,64x704x1,1x128x1,2816x512x1x1
ffn_up-1,kernel_transpose_32_16,0.105700,512x128x0,1x16x0,2816x512x1x1
ffn_up-1,kernel_mul_mat_Ab_Bi_8x4,2.209500,64x704x1,1x128x1,2816x512x1x1
ffn_swiglu-1,kernel_swiglu,0.235200,262144x1x1,512x1x1,2816x512x1x1
node_99,kernel_add,0.188300,32768x1x1,64x1x1,2048x512x1x1
node_100,kernel_add,0.181600,32768x1x1,64x1x1,2048x512x1x1
node_101,kernel_add,0.172700,32768x1x1,64x1x1,2048x512x1x1
node_102,kernel_add,0.176900,32768x1x1,64x1x1,2048x512x1x1
ffn_moe_out-1,kernel_add,0.174300,32768x1x1,64x1x1,2048x512x1x1
ffn_shexp-1,kernel_transpose_32_16,0.151900,704x128x0,1x16x0,2048x512x1x1
ffn_shexp-1,kernel_mul_mat_Ab_Bi_8x4,2.192200,64x512x1,1x128x1,2048x512x1x1
ffn_out-1,kernel_add,0.176800,32768x1x1,64x1x1,2048x512x1x1
l_out-1,kernel_add,0.176900,32768x1x1,64x1x1,2048x512x1x1
attn_norm-2,kernel_rms_norm_mul,0.127000,524288x1x1,1024x1x1,2048x512x1x1
q-2,kernel_transpose_32_16,0.090800,512x128x0,1x16x0,3072x512x1x1
q-2,kernel_mul_mat_Ab_Bi_8x4,2.251900,64x768x1,1x128x1,3072x512x1x1
q_pe-2,kernel_rope_norm_f32,0.083900,1024x512x1,64x1x1,64x16x512x1
Qcur-2,kernel_concat_f32_non_contiguous,1.721100,16x512x1,0x0x0,192x16x512x1
kv_cmpr_pe-2,kernel_transpose_32_16,0.103200,512x128x0,1x16x0,576x512x1x1
kv_cmpr_pe-2,kernel_mul_mat_Ab_Bi_8x4,0.744100,64x144x1,1x128x1,576x512x1x1
k_pe-2,kernel_rope_norm_f32,0.006200,64x512x1,64x1x1,64x1x512x1
node_117,kernel_repeat,0.919200,16x512x1,0x0x0,64x16x512x1
kv_cmpr-2,kernel_rms_norm_mul,0.054000,262144x1x1,512x1x1,512x512x1x1
kv-2,kernel_transpose_32_16,0.020600,128x128x0,1x16x0,4096x512x1x1
kv-2,kernel_mul_mat_Ab_Bi_8x4,0.762900,64x1024x1,1x128x1,4096x512x1x1
Kcur-2,kernel_concat_f32_non_contiguous,2.557500,16x512x1,0x0x0,192x16x512x1
Vcur_cont-2,kernel_cpy_f32_f32,0.118900,1024x512x1,64x1x1,128x16x512x1
cache_k_l2 (view),kernel_set_rows_f16_i64,0.132800,524288x1x1,1024x1x1,3072x4096x1x1
cache_v_l2 (view),kernel_set_rows_f16_i64,0.092700,524288x1x1,1024x1x1,2048x4096x1x1
__fattn__-2,flash_attn_f32_f16,74.505104,512x16x0,16x1x0,128x16x512x1
node_138,kernel_transpose_32_16,0.093500,512x128x0,1x16x0,2048x512x1x1
node_138,kernel_mul_mat_Ab_Bi_8x4,1.591900,64x512x1,1x128x1,2048x512x1x1
ffn_inp-2,kernel_add,0.178800,32768x1x1,64x1x1,2048x512x1x1
ffn_norm-2,kernel_rms_norm_mul,0.126100,524288x1x1,1024x1x1,2048x512x1x1
ffn_moe_logits-2,kernel_mul_mm_f32_f32_l4_lm,0.565600,128x8x1,128x1x1,64x512x1x1
ffn_moe_probs-2,kernel_soft_max_4,0.009900,32768x1x1,64x1x1,64x512x1x1
ffn_moe_argsort-2,kernel_argsort_f32_i32,0.087500,64x512x1,64x1x1,64x512x1x1
ffn_moe_weights-2,kernel_get_rows_f32,0.019000,384x512x1,64x1x1,1x6x512x1
ffn_moe_weights_scaled-2,kernel_scale,0.002000,768x1x1,64x1x1,1x6x512x1
ffn_moe_gate-2,kernel_mul_mv_id_q4_0_f32_8x_flat,75.770798,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_up-2,kernel_mul_mv_id_q4_0_f32_8x_flat,75.487602,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_weighted-2,kernel_swiglu,0.708300,1572864x1x1,512x1x1,1408x6x512x1
ffn_moe_down-2,kernel_mul_mv_id_q4_0_f32_8x_flat,78.777397,16384x1x3072,64x1x1,2048x6x512x1
node_154,kernel_mul,0.812400,384x512x1,64x1x1,2048x6x512x1
ffn_gate-2,kernel_transpose_32_16,0.112100,512x128x0,1x16x0,2816x512x1x1
ffn_gate-2,kernel_mul_mat_Ab_Bi_8x4,2.210900,64x704x1,1x128x1,2816x512x1x1
ffn_up-2,kernel_transpose_32_16,0.107900,512x128x0,1x16x0,2816x512x1x1
ffn_up-2,kernel_mul_mat_Ab_Bi_8x4,2.208900,64x704x1,1x128x1,2816x512x1x1
ffn_swiglu-2,kernel_swiglu,0.238200,262144x1x1,512x1x1,2816x512x1x1
node_164,kernel_add,0.187900,32768x1x1,64x1x1,2048x512x1x1
node_165,kernel_add,0.175700,32768x1x1,64x1x1,2048x512x1x1
node_166,kernel_add,0.174600,32768x1x1,64x1x1,2048x512x1x1
node_167,kernel_add,0.181600,32768x1x1,64x1x1,2048x512x1x1
ffn_moe_out-2,kernel_add,0.176600,32768x1x1,64x1x1,2048x512x1x1
ffn_shexp-2,kernel_transpose_32_16,0.154200,704x128x0,1x16x0,2048x512x1x1
ffn_shexp-2,kernel_mul_mat_Ab_Bi_8x4,2.192000,64x512x1,1x128x1,2048x512x1x1
ffn_out-2,kernel_add,0.176100,32768x1x1,64x1x1,2048x512x1x1
l_out-2,kernel_add,0.172100,32768x1x1,64x1x1,2048x512x1x1
attn_norm-3,kernel_rms_norm_mul,0.126100,524288x1x1,1024x1x1,2048x512x1x1
q-3,kernel_transpose_32_16,0.090200,512x128x0,1x16x0,3072x512x1x1
q-3,kernel_mul_mat_Ab_Bi_8x4,2.250500,64x768x1,1x128x1,3072x512x1x1
q_pe-3,kernel_rope_norm_f32,0.083600,1024x512x1,64x1x1,64x16x512x1
Qcur-3,kernel_concat_f32_non_contiguous,1.719200,16x512x1,0x0x0,192x16x512x1
kv_cmpr_pe-3,kernel_transpose_32_16,0.104900,512x128x0,1x16x0,576x512x1x1
kv_cmpr_pe-3,kernel_mul_mat_Ab_Bi_8x4,0.741600,64x144x1,1x128x1,576x512x1x1
k_pe-3,kernel_rope_norm_f32,0.006500,64x512x1,64x1x1,64x1x512x1
node_182,kernel_repeat,1.638800,16x512x1,0x0x0,64x16x512x1
kv_cmpr-3,kernel_rms_norm_mul,0.053900,262144x1x1,512x1x1,512x512x1x1
kv-3,kernel_transpose_32_16,0.020400,128x128x0,1x16x0,4096x512x1x1
kv-3,kernel_mul_mat_Ab_Bi_8x4,0.763500,64x1024x1,1x128x1,4096x512x1x1
Kcur-3,kernel_concat_f32_non_contiguous,2.336400,16x512x1,0x0x0,192x16x512x1
Vcur_cont-3,kernel_cpy_f32_f32,0.124300,1024x512x1,64x1x1,128x16x512x1
cache_k_l3 (view),kernel_set_rows_f16_i64,0.136700,524288x1x1,1024x1x1,3072x4096x1x1
cache_v_l3 (view),kernel_set_rows_f16_i64,0.091700,524288x1x1,1024x1x1,2048x4096x1x1
__fattn__-3,flash_attn_f32_f16,74.446602,512x16x0,16x1x0,128x16x512x1
node_203,kernel_transpose_32_16,0.095200,512x128x0,1x16x0,2048x512x1x1
node_203,kernel_mul_mat_Ab_Bi_8x4,1.575400,64x512x1,1x128x1,2048x512x1x1
ffn_inp-3,kernel_add,0.173400,32768x1x1,64x1x1,2048x512x1x1
ffn_norm-3,kernel_rms_norm_mul,0.127700,524288x1x1,1024x1x1,2048x512x1x1
ffn_moe_logits-3,kernel_mul_mm_f32_f32_l4_lm,0.570600,128x8x1,128x1x1,64x512x1x1
ffn_moe_probs-3,kernel_soft_max_4,0.010100,32768x1x1,64x1x1,64x512x1x1
ffn_moe_argsort-3,kernel_argsort_f32_i32,0.087600,64x512x1,64x1x1,64x512x1x1
ffn_moe_weights-3,kernel_get_rows_f32,0.019000,384x512x1,64x1x1,1x6x512x1
ffn_moe_weights_scaled-3,kernel_scale,0.002000,768x1x1,64x1x1,1x6x512x1
ffn_moe_gate-3,kernel_mul_mv_id_q4_0_f32_8x_flat,75.463699,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_up-3,kernel_mul_mv_id_q4_0_f32_8x_flat,75.496002,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_weighted-3,kernel_swiglu,0.708500,1572864x1x1,512x1x1,1408x6x512x1
ffn_moe_down-3,kernel_mul_mv_id_q4_0_f32_8x_flat,78.699402,16384x1x3072,64x1x1,2048x6x512x1
node_219,kernel_mul,0.815100,384x512x1,64x1x1,2048x6x512x1
ffn_gate-3,kernel_transpose_32_16,0.107700,512x128x0,1x16x0,2816x512x1x1
ffn_gate-3,kernel_mul_mat_Ab_Bi_8x4,2.206300,64x704x1,1x128x1,2816x512x1x1
ffn_up-3,kernel_transpose_32_16,0.107400,512x128x0,1x16x0,2816x512x1x1
ffn_up-3,kernel_mul_mat_Ab_Bi_8x4,2.201800,64x704x1,1x128x1,2816x512x1x1
ffn_swiglu-3,kernel_swiglu,0.240700,262144x1x1,512x1x1,2816x512x1x1
node_229,kernel_add,0.193100,32768x1x1,64x1x1,2048x512x1x1
node_230,kernel_add,0.185000,32768x1x1,64x1x1,2048x512x1x1
node_231,kernel_add,0.176900,32768x1x1,64x1x1,2048x512x1x1
node_232,kernel_add,0.177700,32768x1x1,64x1x1,2048x512x1x1
ffn_moe_out-3,kernel_add,0.167700,32768x1x1,64x1x1,2048x512x1x1
ffn_shexp-3,kernel_transpose_32_16,0.151600,704x128x0,1x16x0,2048x512x1x1
ffn_shexp-3,kernel_mul_mat_Ab_Bi_8x4,2.165200,64x512x1,1x128x1,2048x512x1x1
ffn_out-3,kernel_add,0.179100,32768x1x1,64x1x1,2048x512x1x1
l_out-3,kernel_add,0.176400,32768x1x1,64x1x1,2048x512x1x1
attn_norm-4,kernel_rms_norm_mul,0.127800,524288x1x1,1024x1x1,2048x512x1x1
q-4,kernel_transpose_32_16,0.090500,512x128x0,1x16x0,3072x512x1x1
q-4,kernel_mul_mat_Ab_Bi_8x4,2.251500,64x768x1,1x128x1,3072x512x1x1
q_pe-4,kernel_rope_norm_f32,0.082100,1024x512x1,64x1x1,64x16x512x1
Qcur-4,kernel_concat_f32_non_contiguous,1.715300,16x512x1,0x0x0,192x16x512x1
kv_cmpr_pe-4,kernel_transpose_32_16,0.105600,512x128x0,1x16x0,576x512x1x1
kv_cmpr_pe-4,kernel_mul_mat_Ab_Bi_8x4,0.741100,64x144x1,1x128x1,576x512x1x1
k_pe-4,kernel_rope_norm_f32,0.006300,64x512x1,64x1x1,64x1x512x1
node_247,kernel_repeat,0.996600,16x512x1,0x0x0,64x16x512x1
kv_cmpr-4,kernel_rms_norm_mul,0.054000,262144x1x1,512x1x1,512x512x1x1
kv-4,kernel_transpose_32_16,0.020900,128x128x0,1x16x0,4096x512x1x1
kv-4,kernel_mul_mat_Ab_Bi_8x4,0.761400,64x1024x1,1x128x1,4096x512x1x1
Kcur-4,kernel_concat_f32_non_contiguous,3.071700,16x512x1,0x0x0,192x16x512x1
Vcur_cont-4,kernel_cpy_f32_f32,0.124800,1024x512x1,64x1x1,128x16x512x1
cache_k_l4 (view),kernel_set_rows_f16_i64,0.133300,524288x1x1,1024x1x1,3072x4096x1x1
cache_v_l4 (view),kernel_set_rows_f16_i64,0.093100,524288x1x1,1024x1x1,2048x4096x1x1
__fattn__-4,flash_attn_f32_f16,74.721603,512x16x0,16x1x0,128x16x512x1
node_268,kernel_transpose_32_16,0.093200,512x128x0,1x16x0,2048x512x1x1
node_268,kernel_mul_mat_Ab_Bi_8x4,1.576600,64x512x1,1x128x1,2048x512x1x1
ffn_inp-4,kernel_add,0.170000,32768x1x1,64x1x1,2048x512x1x1
ffn_norm-4,kernel_rms_norm_mul,0.127900,524288x1x1,1024x1x1,2048x512x1x1
ffn_moe_logits-4,kernel_mul_mm_f32_f32_l4_lm,0.543200,128x8x1,128x1x1,64x512x1x1
ffn_moe_probs-4,kernel_soft_max_4,0.009600,32768x1x1,64x1x1,64x512x1x1
ffn_moe_argsort-4,kernel_argsort_f32_i32,0.087400,64x512x1,64x1x1,64x512x1x1
ffn_moe_weights-4,kernel_get_rows_f32,0.018800,384x512x1,64x1x1,1x6x512x1
ffn_moe_weights_scaled-4,kernel_scale,0.002000,768x1x1,64x1x1,1x6x512x1
ffn_moe_gate-4,kernel_mul_mv_id_q4_0_f32_8x_flat,75.186096,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_up-4,kernel_mul_mv_id_q4_0_f32_8x_flat,75.164597,11264x1x3072,64x1x1,1408x6x512x1
ffn_moe_weighted-4,kernel_swiglu,0.708300,1572864x1x1,512x1x1,1408x6x512x1
ffn_moe_down-4,kernel_mul_mv_id_q4_0_f32_8x_flat,78.658203,16384x1x3072,64x1x1,2048x6x512x1
node_284,kernel_mul,0.815600,384x512x1,64x1x1,2048x6x512x1
ffn_gate-4,kernel_transpose_32_16,0.112300,512x128x0,1x16x0,2816x512x1x1
ffn_gate-4,kernel_mul_mat_Ab_Bi_8x4,2.203100,64x704x1,1x128x1,2816x512x1x1
ffn_up-4,kernel_transpose_32_16,0.107500,512x128x0,1x16x0,2816x512x1x1
ffn_up-4,kernel_mul_mat_Ab_Bi_8x4,2.204900,64x704x1,1x128x1,2816x512x1x1
ffn_swiglu-4,kernel_swiglu,0.231600,262144x1x1,512x1x1,2816x512x1x1
node_294,kernel_add,0.187900,32768x1x1,64x1x1,2048x512x1x1
node_295,kernel_add,0.178300,32768x1x1,64x1x1,2048x512x1x1
