op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.040300,65536x1x1,1024x1x1,3584x64x1x1
Qcur-0,kernel_add_row,0.060900,57344x0x0,64x0x0,3584x64x1x1
Qcur-0,kernel_rope_neox_f32,0.063600,1792x64x1,64x1x1,128x28x64x1
Kcur-0,kernel_add_row,0.008200,8192x0x0,64x0x0,512x64x1x1
Kcur-0,kernel_rope_neox_f32,0.004300,256x64x1,64x1x1,128x4x64x1
node_11,kernel_mul_mv_q6_K_f32,3.802000,512x4096x1,2x64x1,512x64x1x1
Vcur-0,kernel_add_row,0.003400,8192x0x0,64x0x0,512x64x1x1
cache_k_l0 (view),kernel_set_rows_f16_i64,0.005700,32768x1x1,512x1x1,512x4096x1x1
cache_v_l0 (view),kernel_set_rows_f16_i64,0.004500,32768x1x1,512x1x1,512x4096x1x1
 (copy),kernel_cpy_f32_f16,0.003800,4096x1x1,64x1x1,256x64x1x1
__fattn__-0,flash_attn_f32_f16,5.309900,64x28x0,32x1x0,128x28x64x1
ffn_inp-0,kernel_add,0.038600,4096x1x1,64x1x1,3584x64x1x1
ffn_norm-0,kernel_rms_norm_mul,0.025500,65536x1x1,1024x1x1,3584x64x1x1
ffn_swiglu-0,kernel_swiglu,0.208900,32768x1x1,512x1x1,18944x64x1x1
ffn_out-0,kernel_mul_mv_q6_K_f32,132.481796,3584x4096x1,2x64x1,3584x64x1x1
l_out-0,kernel_add,0.034100,4096x1x1,64x1x1,3584x64x1x1
attn_norm-1,kernel_rms_norm_mul,0.025900,65536x1x1,1024x1x1,3584x64x1x1
Qcur-1,kernel_add_row,0.060200,57344x0x0,64x0x0,3584x64x1x1
Qcur-1,kernel_rope_neox_f32,0.020200,1792x64x1,64x1x1,128x28x64x1
Kcur-1,kernel_add_row,0.006300,8192x0x0,64x0x0,512x64x1x1
Kcur-1,kernel_rope_neox_f32,0.004100,256x64x1,64x1x1,128x4x64x1
node_46,kernel_mul_mv_q6_K_f32,3.770300,512x4096x1,2x64x1,512x64x1x1
Vcur-1,kernel_add_row,0.003800,8192x0x0,64x0x0,512x64x1x1
cache_k_l1 (view),kernel_set_rows_f16_i64,0.005900,32768x1x1,512x1x1,512x4096x1x1
cache_v_l1 (view),kernel_set_rows_f16_i64,0.004600,32768x1x1,512x1x1,512x4096x1x1
__fattn__-1,flash_attn_f32_f16,5.199500,64x28x0,32x1x0,128x28x64x1
ffn_inp-1,kernel_add,0.035200,4096x1x1,64x1x1,3584x64x1x1
ffn_norm-1,kernel_rms_norm_mul,0.024500,65536x1x1,1024x1x1,3584x64x1x1
ffn_swiglu-1,kernel_swiglu,0.206400,32768x1x1,512x1x1,18944x64x1x1
ffn_out-1,kernel_mul_mv_q6_K_f32,132.529007,3584x4096x1,2x64x1,3584x64x1x1
l_out-1,kernel_add,0.034000,4096x1x1,64x1x1,3584x64x1x1
attn_norm-2,kernel_rms_norm_mul,0.025600,65536x1x1,1024x1x1,3584x64x1x1
Qcur-2,kernel_add_row,0.061200,57344x0x0,64x0x0,3584x64x1x1
Qcur-2,kernel_rope_neox_f32,0.027200,1792x64x1,64x1x1,128x28x64x1
Kcur-2,kernel_add_row,0.004200,8192x0x0,64x0x0,512x64x1x1
Kcur-2,kernel_rope_neox_f32,0.004400,256x64x1,64x1x1,128x4x64x1
